NAICS,INJURY_CAUSE_CD,INJURY_NATURE_CD,median_amount_paid
212311,79,28,1273.51
212311,79,40,578.36
212311,80,71,672.55
212311,81,19,11821.13
212311,81,59,186.68
212311,87,25,193.16
212311,97,78,593.21
212311,98,78,16348.22
212311,99,40,320.5
212311,99,52,4938.7
212312,1,4,395.3
212312,2,4,113.74
212312,3,4,137.38
212312,3,90,681.16
212312,5,4,226.97
212312,7,4,47983.96
212312,9,4,3770.7
212312,10,13,8772.27
212312,10,28,5855.52
212312,10,40,1817.53
212312,12,10,22485.73
212312,12,40,542.315
212312,12,90,1484.9
212312,13,40,270.67
212312,13,59,150.51
212312,16,43,292.38
212312,17,40,1021.1
212312,19,40,535.17
212312,25,10,8908.2
212312,25,40,72.11
212312,25,49,365.22
212312,25,52,1564.06
212312,25,59,28475.51
212312,26,7,46518.87
212312,26,10,542.95
212312,29,10,119.74
212312,29,16,4553.52
212312,29,28,1414.535
212312,29,49,227.53
212312,29,52,781.82
212312,29,59,287.36
212312,30,37,1491.58
212312,30,52,24089.99
212312,31,10,1095.19
212312,31,16,57.09
212312,31,28,8206.84
212312,31,40,1760.96
212312,31,49,1674.58
212312,31,52,3148.61
212312,31,90,8204.25
212312,32,7,1855.27
212312,32,10,3641.06
212312,32,28,25832.92
212312,32,52,256.15
212312,33,49,4999.17
212312,45,10,166.06
212312,45,59,7849.13
212312,48,52,43424.08
212312,50,52,964.11
212312,53,16,14303.65
212312,53,49,7302.495
212312,53,52,9932.51
212312,53,59,65513.71
212312,55,52,1511.63
212312,56,34,2130.88
212312,56,37,577.82
212312,56,49,9759.04
212312,56,52,1280.48
212312,56,59,323.49
212312,57,49,323.875
212312,57,52,3708.385
212312,58,10,122.88
212312,58,34,5137.68
212312,58,49,41507.75
212312,59,40,1333.94
212312,59,49,266.57
212312,59,52,1126.44
212312,60,10,1825.78
212312,60,41,7749.36
212312,60,49,22613.11
212312,60,52,435.92
212312,68,10,238.905
212312,68,28,2801.45
212312,68,40,359.05
212312,68,52,32023.66
212312,68,59,300.8
212312,70,10,3502.47
212312,70,52,49832.45
212312,75,10,1410.765
212312,75,25,571.47
212312,75,28,35374.95
212312,75,40,339.65
212312,76,10,181.41
212312,79,10,376.73
212312,79,28,289.92
212312,79,40,1025.92
212312,79,49,24742.78
212312,79,52,606.08
212312,81,10,372.35
212312,81,28,1878.7
212312,81,40,1053.1
212312,82,37,1996.66
212312,86,28,13593.53
212312,87,25,255.885
212312,90,53,1696.84
212312,97,52,190.98
212312,99,4,241.81
212312,99,13,910.39
212312,99,49,6782.62
212312,99,52,9141.56
212313,61,46,3141.54
212319,9,4,38.98
212319,9,10,217.35
212319,10,40,20343.13
212319,13,10,5341.29
212319,13,28,17683.02
212319,13,59,3907.99
212319,16,40,1385.02
212319,17,40,979.04
212319,17,52,143.93
212319,18,40,732.67
212319,19,40,3327.15
212319,26,28,844.46
212319,26,49,45284.61
212319,29,10,1908.79
212319,29,28,7612.96
212319,29,49,2896.23
212319,31,10,4354.97
212319,33,10,1384.7
212319,45,52,2629.3
212319,48,49,2755.43
212319,50,52,7491.76
212319,50,90,2456.71
212319,56,52,65.66
212319,59,52,101.88
212319,60,10,48251.27
212319,60,49,6803.69
212319,70,28,71789.59
212319,70,52,177.13
212319,75,13,20622.67
212319,76,28,308
212319,78,59,761.6
212319,79,90,1172.57
212319,81,10,129.42
212319,81,13,211.75
212319,81,52,2522.16
212319,87,25,99.11
212319,87,40,1020.38
212319,98,59,418.34
212319,99,52,584
212319,99,59,133.54
212321,12,28,15741.13
212321,16,40,428.44
212321,17,40,231.29
212321,19,40,164.64
212321,25,28,1918.08
212321,25,49,46147.95
212321,25,52,64270.54
212321,25,59,1986.92
212321,27,28,54.45
212321,29,10,1019.44
212321,29,28,17786.91
212321,31,10,143.76
212321,31,28,612.38
212321,31,52,58.75
212321,32,28,24374.4
212321,32,49,25855.78
212321,32,59,45672.13
212321,33,28,57994.69
212321,45,90,54042.88
212321,53,49,20622.59
212321,54,49,1877.83
212321,56,52,832.665
212321,57,52,51310.72
212321,58,52,925.79
212321,60,49,12110.23
212321,60,52,3660.24
212321,61,52,306.74
212321,75,13,334.15
212321,75,59,99.84
212321,75,90,19339.485
212321,76,40,200.85
212321,87,25,195.39
212322,53,52,17613.3
212322,56,40,489.25
212322,69,49,1249.76
213111,1,4,898.13
213111,1,25,165.33
213111,3,1,108.57
213111,3,32,698.14
213111,10,2,30043.46
213111,10,10,260.03
213111,10,28,73464.34
213111,12,10,1245.76
213111,12,13,12341.1
213111,12,40,417.87
213111,12,59,336.66
213111,12,90,299.69
213111,13,10,1493.7
213111,13,28,582.21
213111,13,40,9146.47
213111,13,52,198.98
213111,13,59,991.74
213111,16,40,74.78
213111,17,40,452.62
213111,19,37,311.32
213111,25,10,229.38
213111,25,49,11904.19
213111,25,52,7105.39
213111,26,28,12620.44
213111,26,40,270
213111,28,49,2089.78
213111,29,10,3480.45
213111,29,28,21885.7
213111,29,52,5074.43
213111,30,28,15080.71
213111,30,49,453.32
213111,30,59,2042.88
213111,30,90,119.71
213111,31,10,138.355
213111,31,28,14751.085
213111,31,40,4528.73
213111,31,49,11748.68
213111,31,52,386.235
213111,32,49,155.25
213111,32,52,3437.18
213111,33,49,3907.22
213111,48,52,2258.45
213111,53,28,760.02
213111,53,49,246.34
213111,53,52,923.95
213111,56,34,2317.12
213111,56,52,10935.265
213111,57,34,394.85
213111,57,49,22054.56
213111,57,52,1002.67
213111,57,59,69371.6
213111,58,49,21853.15
213111,59,52,24935.745
213111,60,49,166.66
213111,60,52,18454.65
213111,60,68,3724.32
213111,68,10,335.695
213111,68,40,4986.06
213111,70,52,3420.66
213111,75,10,396.3
213111,75,28,12306.58
213111,76,10,1758.2
213111,76,28,1627.345
213111,76,30,11048.7
213111,76,40,8736.29
213111,78,28,42817.25
213111,79,28,9338.865
213111,79,40,7791.535
213111,79,90,208.4
213111,80,10,1023.32
213111,81,7,1103.08
213111,81,10,502.6
213111,81,28,682.05
213111,81,40,505.805
213111,81,43,736.05
213111,81,68,343.82
213111,85,36,107.19
213111,87,25,485.72
213111,90,49,106.36
213111,97,52,268.53
213111,99,7,3453.95
213111,99,34,11220.48
213111,99,52,17156.04
213111,99,59,173.42
213112,1,4,479.57
213112,1,37,611.13
213112,1,65,325.01
213112,1,68,423.17
213112,2,4,23760.62
213112,2,40,721.58
213112,3,30,8152.71
213112,3,32,1528.885
213112,3,59,1570.45
213112,4,4,436.415
213112,5,4,702.39
213112,9,25,238.95
213112,10,2,66437.17
213112,10,10,1768.4
213112,10,13,5552.17
213112,10,28,5318.635
213112,10,40,565.03
213112,10,47,1344.81
213112,12,2,22205.28
213112,12,10,5197.05
213112,12,13,1127.195
213112,12,28,3417.415
213112,12,37,362.86
213112,12,40,346.935
213112,12,49,532.42
213112,12,52,5273.78
213112,13,2,3454.675
213112,13,10,214.12
213112,13,13,708.215
213112,13,28,1066.925
213112,13,40,366.615
213112,14,10,415.74
213112,16,13,66.97
213112,16,40,385.78
213112,16,52,12350.74
213112,17,2,2913.24
213112,17,28,9987.38
213112,17,37,3461.44
213112,17,40,456.7
213112,17,43,15561.205
213112,18,40,776.76
213112,18,90,15551.68
213112,19,2,8706.7
213112,19,40,415.07
213112,19,43,537.325
213112,25,10,1428.665
213112,25,16,83270.5
213112,25,28,12117.39
213112,25,37,5587.585
213112,25,40,6447.71
213112,25,49,8550.03
213112,25,52,2910.31
213112,25,59,3015.92
213112,26,10,128
213112,26,28,7325.03
213112,26,49,651.83
213112,26,52,820.77
213112,27,10,825.455
213112,27,49,1746.505
213112,27,52,974.85
213112,28,49,670.16
213112,29,10,1316.73
213112,29,16,6832.95
213112,29,28,10463.31
213112,29,37,0
213112,29,40,20718.72
213112,29,49,1690.165
213112,29,52,1023.7
213112,29,59,358
213112,30,28,3142.89
213112,30,49,1015.4
213112,30,52,9568.14
213112,31,7,6768.89
213112,31,10,1567.22
213112,31,16,8807.66
213112,31,28,690.88
213112,31,40,2249.49
213112,31,49,1382.76
213112,31,52,2267.185
213112,31,59,710.57
213112,32,7,2063.7
213112,32,10,2074.25
213112,32,28,1237.7
213112,32,37,11485.05
213112,32,40,4882.05
213112,32,49,960.235
213112,32,52,18890.59
213112,32,90,22157.52
213112,33,1,0
213112,33,28,73493.73
213112,33,52,258.59
213112,33,59,1422.025
213112,45,10,8579.45
213112,45,28,37885.54
213112,45,37,1387.44
213112,45,40,11704.46
213112,45,49,15074.165
213112,45,52,1483.9
213112,46,7,2061.935
213112,46,10,276.65
213112,46,65,260.07
213112,46,90,903.59
213112,48,7,2082.22
213112,48,28,31960.27
213112,48,40,311.64
213112,48,52,3188.995
213112,48,90,21511.41
213112,50,7,5881.76
213112,50,10,1117.895
213112,50,37,114.11
213112,50,40,8227.65
213112,50,49,1699.43
213112,50,59,1143.27
213112,53,16,67.88
213112,53,28,12405.1
213112,53,37,3593.45
213112,53,49,1692.48
213112,53,52,4254.37
213112,54,52,1539.02
213112,55,16,17604.28
213112,55,52,1663.565
213112,56,10,832.275
213112,56,16,4596.575
213112,56,28,52.54
213112,56,34,8043.86
213112,56,46,10542.91
213112,56,49,657.35
213112,56,52,1840.515
213112,56,59,334.74
213112,56,90,322.68
213112,57,16,24339.89
213112,57,34,985.71
213112,57,49,2286.38
213112,57,52,520.93
213112,57,59,147.53
213112,58,52,5462.04
213112,59,52,662.24
213112,59,90,1896.45
213112,60,10,48771.05
213112,60,28,1243.3
213112,60,34,14729.32
213112,60,40,2027.63
213112,60,49,1084.02
213112,60,52,1663.16
213112,60,59,2443.58
213112,61,52,6681.33
213112,65,40,1439.29
213112,66,10,1980.32
213112,66,28,6651.27
213112,68,10,426.04
213112,68,16,772.66
213112,68,28,362.525
213112,68,40,1678.415
213112,68,52,144.31
213112,68,59,718.44
213112,68,90,10070.91
213112,69,40,454.26
213112,70,10,201.83
213112,70,49,368.275
213112,70,59,10798.1
213112,74,10,205.37
213112,74,28,23167.12
213112,75,7,658.29
213112,75,10,442.405
213112,75,13,31780.54
213112,75,25,642.66
213112,75,28,6319.96
213112,75,40,1268.51
213112,75,43,826.14
213112,75,59,15125.075
213112,75,90,10219.87
213112,76,10,779.46
213112,76,13,3402.955
213112,76,28,514.77
213112,76,40,353.71
213112,76,52,506
213112,77,28,32057.34
213112,78,10,85599.27
213112,79,7,25896.36
213112,79,10,580.44
213112,79,28,7728.005
213112,79,37,370.38
213112,79,40,174.18
213112,79,52,1456.48
213112,80,10,2365.965
213112,80,28,14434.08
213112,80,37,369.57
213112,80,40,97.905
213112,81,4,116.25
213112,81,7,707.12
213112,81,10,906.91
213112,81,13,62.35
213112,81,28,32714.25
213112,81,40,8343.58
213112,81,49,563.57
213112,81,52,13896.03
213112,81,90,5039.45
213112,82,66,343.07
213112,82,68,862.28
213112,82,90,833.065
213112,84,90,588.12
213112,85,37,515.88
213112,85,42,506.53
213112,85,43,761.53
213112,86,4,1318.62
213112,87,25,333.26
213112,87,37,272.46
213112,87,40,133.52
213112,89,40,1303.87
213112,90,59,1050.52
213112,95,52,476.95
213112,97,16,27671.07
213112,97,52,176.36
213112,99,10,437.51
213112,99,28,5070.91
213112,99,40,3747.86
213112,99,43,2512.71
213112,99,52,154.42
213112,99,59,5435.085
213113,5,4,642.27
213113,9,59,189.14
213113,10,28,29631.51
213113,10,52,9123.62
213113,16,40,3035.1
213113,17,40,281.01
213113,25,10,1858.51
213113,27,10,4815.33
213113,29,10,1061.87
213113,29,52,19770.32
213113,31,10,317.72
213113,31,49,60206.42
213113,45,59,1244.29
213113,45,90,19.04
213113,57,52,379.06
213113,58,49,352.97
213113,60,49,154.23
213113,60,52,22864.27
213113,75,40,453.265
213113,77,28,10476.49
213113,77,52,7458.54
213113,79,10,144.24
213113,81,59,2859.36
213113,84,4,664.73
213113,85,40,14174.02
213113,87,25,268.365
213113,99,90,599.54
213115,10,13,237.89
213115,10,28,9056.29
213115,12,40,705.55
213115,16,40,295.35
213115,17,40,321.8
213115,18,40,457.29
213115,25,1,592.06
213115,25,28,355.04
213115,25,49,1910.72
213115,31,49,296.3
213115,56,52,10156.095
213115,59,28,35653.48
213115,60,52,393.34
213115,75,40,908.74
213115,77,10,47.72
213115,85,37,622.73
213115,90,28,612.39
213115,97,78,276.72
213115,99,52,13891.09
221111,19,40,1627.275
221111,31,49,2643.19
221111,31,52,7245.21
221111,32,28,15733.68
221111,57,52,9373.98
221111,60,49,737.94
221111,60,52,3035.695
221111,84,19,1803.12
221112,1,4,463.01
221112,2,4,719.08
221112,2,30,342.15
221112,4,4,17033.56
221112,6,25,658.8
221112,9,10,363.61
221112,13,10,955.07
221112,13,13,875.18
221112,13,28,2249.99
221112,15,40,530.6
221112,18,40,793.14
221112,19,40,3845.29
221112,25,28,5865.69
221112,26,28,19473.57
221112,27,52,61931.6
221112,28,16,2365.51
221112,29,10,984.85
221112,29,16,5121.86
221112,29,40,567.32
221112,29,49,5928.05
221112,29,52,408.71
221112,30,10,1165.81
221112,30,52,25506.11
221112,31,10,44943.23
221112,31,28,2940.8
221112,31,52,3420.57
221112,31,59,1322.28
221112,31,90,6154.9
221112,32,28,14985.03
221112,32,40,18126.69
221112,33,49,14155.17
221112,45,52,15335.09
221112,46,28,35687.71
221112,50,10,322.84
221112,50,49,118.65
221112,52,31,6320
221112,53,49,674.72
221112,53,52,1689.03
221112,55,52,946.14
221112,56,34,21066.1
221112,56,37,7427.75
221112,56,49,496.69
221112,56,52,1871.49
221112,57,10,1157.15
221112,57,49,3422.08
221112,57,52,2371.72
221112,58,52,70510.11
221112,59,49,546.05
221112,59,52,26130.97
221112,60,52,1614.845
221112,60,78,3262.18
221112,66,10,1733.44
221112,70,10,642.74
221112,70,52,4254.915
221112,74,10,855.82
221112,75,10,4413.41
221112,75,25,516.13
221112,75,28,26950.265
221112,75,90,651.73
221112,79,10,4374.9
221112,79,13,2027.96
221112,81,10,176.96
221112,81,52,781.595
221112,81,90,61212.86
221112,84,19,469.16
221112,85,43,157.075
221112,87,25,908.47
221112,90,55,8929.9
221112,99,28,13272.09
221112,99,49,1996.22
221112,99,59,1597.4
221113,13,40,963.9
221113,26,10,112.79
221113,26,52,6947.33
221113,29,28,9521.48
221113,29,40,581.83
221113,33,49,185.42
221113,56,52,3136.22
221113,57,52,820
221113,68,40,3865.43
221113,87,25,153.74
221115,25,10,3185.69
221115,53,52,432.79
221115,57,52,209.86
221115,60,10,149.94
221115,79,10,460.88
221117,57,49,2433.38
221121,16,40,7416.09
221121,29,28,729.37
221121,30,49,660.55
221121,33,52,406.845
221121,56,52,1515.94
221121,60,52,10354
221121,68,40,40876.41
221122,3,32,19020.14
221122,13,40,382.36
221122,16,40,627.94
221122,18,40,1626.84
221122,26,52,4958.44
221122,29,10,935.3
221122,29,28,871.34
221122,29,40,630.22
221122,29,49,17.14
221122,30,52,16612.62
221122,31,68,2495.19
221122,33,90,444.05
221122,45,10,206.33
221122,45,40,460
221122,46,52,1813.25
221122,48,28,12592.4
221122,54,49,5574.32
221122,56,37,197.23
221122,56,52,696.2
221122,57,37,14631.26
221122,60,59,923.74
221122,66,40,498.315
221122,68,10,1260.175
221122,68,40,112.42
221122,69,40,56.29
221122,85,43,336
221122,87,25,153.415
221122,87,40,304.02
221122,98,37,1358.83
221122,99,36,255.56
221210,2,4,455.79
221210,9,10,230.3
221210,12,10,1931.095
221210,12,52,9370.08
221210,13,10,2824.8
221210,13,40,542.26
221210,13,59,2796.43
221210,17,52,116.66
221210,17,90,21.74
221210,19,43,478.56
221210,25,59,954.68
221210,26,52,0
221210,28,49,223.67
221210,28,52,1337.57
221210,29,37,9962.08
221210,29,52,164.79
221210,31,37,276.62
221210,31,49,10127.95
221210,31,52,1250.79
221210,31,59,17050.33
221210,32,10,12298.14
221210,32,52,41.915
221210,33,59,10063.15
221210,45,28,58901.89
221210,45,52,663.17
221210,45,59,759.71
221210,45,90,45010.01
221210,53,37,76.5
221210,53,49,1682.94
221210,53,52,1144.1
221210,53,59,366.74
221210,55,52,249.94
221210,56,52,7021.35
221210,57,52,805.09
221210,60,52,442.56
221210,65,40,244.37
221210,66,10,452.91
221210,69,43,188.64
221210,75,10,104.15
221210,75,40,361.16
221210,75,52,3708.57
221210,76,59,33466.43
221210,77,1,235.56
221210,77,10,23438.56
221210,77,49,1053.38
221210,77,52,2321.54
221210,78,10,805.38
221210,79,10,12407.1
221210,79,13,0
221210,79,40,308.88
221210,79,52,2455.1
221210,81,28,4861.51
221210,81,40,204.45
221210,84,19,526.11
221210,85,40,108.57
221210,85,43,167.02
221210,85,59,117.19
221210,85,68,187.03
221210,87,25,293.19
221210,97,52,1358.475
221210,99,40,1620.82
221210,99,52,5965.95
221210,99,59,3801.37
221310,1,4,208.39
221310,2,4,273.695
221310,3,30,1965.95
221310,4,4,372.04
221310,5,4,2302.96
221310,6,25,1126.14
221310,10,4,68.6
221310,10,49,914.56
221310,12,10,330.63
221310,12,13,660.4
221310,12,28,397.12
221310,12,49,5818.94
221310,12,52,1234.54
221310,13,1,166.17
221310,13,10,588.58
221310,13,40,445.18
221310,13,59,438.86
221310,15,40,574.73
221310,15,43,20760.51
221310,16,25,1583.89
221310,16,40,695.76
221310,16,52,469.51
221310,17,40,440.86
221310,17,52,161.3
221310,18,10,512.25
221310,18,40,1027.735
221310,19,40,782.585
221310,19,43,738.74
221310,20,52,6319.19
221310,25,10,1108.07
221310,25,40,1462.72
221310,25,52,308.95
221310,25,59,303.91
221310,26,10,1792.92
221310,26,28,6472.85
221310,26,52,2751.84
221310,26,90,8253.84
221310,27,1,555.58
221310,27,49,16937.22
221310,27,52,305.93
221310,27,59,1454.22
221310,28,10,1199.05
221310,28,49,10748.455
221310,28,52,6004.3
221310,29,7,1150.1
221310,29,10,438.66
221310,29,28,1105.54
221310,29,37,1842.74
221310,29,40,1712.49
221310,29,43,4066.69
221310,29,49,352.46
221310,29,52,786.25
221310,29,59,2135.62
221310,30,1,301.47
221310,30,49,1492.315
221310,30,52,6478.845
221310,31,1,371.07
221310,31,10,1719.96
221310,31,28,594.78
221310,31,40,133.24
221310,31,52,5935.06
221310,32,1,1620.33
221310,32,7,95.39
221310,32,10,329.715
221310,32,28,13733.81
221310,32,40,633.03
221310,32,49,1578.71
221310,32,52,1324.99
221310,32,90,0
221310,33,10,104.775
221310,33,16,2771
221310,33,49,216.475
221310,33,52,1418.255
221310,33,90,12621.5
221310,45,10,99.4
221310,45,49,383.83
221310,45,52,372.965
221310,45,90,25772.235
221310,46,10,9843.83
221310,48,52,2207.395
221310,50,49,241.71
221310,50,52,2292.71
221310,50,91,1129.2
221310,53,49,1118.16
221310,53,52,351.585
221310,55,52,418.695
221310,56,34,5608.26
221310,56,49,7510.91
221310,56,52,1979.8
221310,57,49,1519.83
221310,57,52,2754.63
221310,57,59,1165.68
221310,58,49,16131.22
221310,58,52,20700.22
221310,58,59,177.46
221310,59,10,743.89
221310,59,34,9150.04
221310,59,49,1354.61
221310,59,52,1258.37
221310,60,1,1555.34
221310,60,10,140.67
221310,60,37,2450.27
221310,60,49,629.57
221310,60,52,3632.155
221310,60,59,4052.11
221310,61,37,219.66
221310,66,10,774.56
221310,66,28,747.825
221310,66,40,268.76
221310,68,10,376.435
221310,68,25,247.1
221310,68,28,1077.76
221310,68,37,407.73
221310,68,40,690.76
221310,68,43,41698.06
221310,68,59,258.61
221310,69,40,141.08
221310,70,10,129.94
221310,70,40,330.79
221310,75,10,388.315
221310,75,25,142.425
221310,75,28,2356.21
221310,75,40,844.92
221310,75,43,479.16
221310,75,49,294.06
221310,75,59,958.88
221310,76,7,535.89
221310,76,10,424.29
221310,76,34,115.5
221310,76,40,1301.43
221310,76,49,385.355
221310,77,13,4031.93
221310,78,10,307.7
221310,79,1,1518.94
221310,79,10,354.36
221310,79,13,504.79
221310,79,25,244.11
221310,79,28,4247.35
221310,79,40,94.27
221310,80,10,94.53
221310,81,10,697.265
221310,81,25,691.03
221310,81,28,35806.15
221310,81,37,96.62
221310,81,40,93.85
221310,81,43,223.59
221310,81,52,9706.075
221310,81,59,322.8
221310,81,90,3168.67
221310,82,25,1129.76
221310,82,59,585.095
221310,82,66,863.45
221310,82,68,185.6
221310,82,90,162.27
221310,85,25,169.31
221310,85,37,251.66
221310,85,40,220.28
221310,85,43,174.665
221310,85,59,3752.485
221310,85,68,190.99
221310,87,25,250.55
221310,87,36,1131.44
221310,87,37,133.33
221310,87,59,97.88
221310,90,59,313.71
221310,90,68,318.46
221310,95,37,106.39
221310,97,52,544.475
221310,98,37,962.4
221310,98,52,983.83
221310,98,78,2990.69
221310,99,19,139.89
221310,99,40,253.86
221310,99,43,127.035
221310,99,52,4582.96
221310,99,59,1055.785
221320,1,25,94.58
221320,5,4,636.15
221320,10,28,1853.1
221320,12,40,0
221320,12,49,205.94
221320,12,59,54.28
221320,13,59,231.195
221320,16,40,4990.125
221320,17,40,385.86
221320,18,40,921.9
221320,18,59,672.31
221320,19,40,262.93
221320,19,43,574.46
221320,25,10,1842.03
221320,25,49,10038.43
221320,25,52,16001.85
221320,25,59,1397.845
221320,26,10,18786.47
221320,26,40,1043.67
221320,27,52,277.98
221320,27,59,309.19
221320,28,28,24410.66
221320,28,40,4988.05
221320,29,10,1490.05
221320,29,28,1078.34
221320,29,40,186.24
221320,29,49,10697.23
221320,29,59,14700.22
221320,30,52,1988.95
221320,31,10,2902.03
221320,31,28,669.1
221320,31,37,4434.26
221320,31,52,17542.17
221320,31,59,437.22
221320,32,28,599.91
221320,32,40,933.94
221320,32,49,34686.2
221320,32,52,16738.075
221320,33,59,495.96
221320,45,52,1341.58
221320,50,28,1667.57
221320,50,59,411.92
221320,53,49,2324.26
221320,53,52,4398
221320,55,52,1221.79
221320,56,28,3432.71
221320,56,34,2727.56
221320,56,52,3607.07
221320,56,59,1541.145
221320,57,34,19150.15
221320,57,40,234.53
221320,57,49,28195.51
221320,57,52,13060.065
221320,58,52,41152.92
221320,60,52,3419.71
221320,60,59,1396.45
221320,68,10,328.16
221320,69,43,196.83
221320,70,1,4334.66
221320,70,59,342.31
221320,74,10,706.54
221320,75,10,118.89
221320,75,28,687.38
221320,75,40,401.975
221320,75,59,169.2
221320,76,10,2875.49
221320,79,13,279.77
221320,79,28,597.935
221320,79,59,2275.55
221320,80,40,1132.45
221320,81,4,1869.72
221320,81,10,440.5
